,Unnamed: 0.1,Unnamed: 0,assists,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,gamesPlayed,goals,height,isInHallOfFameYn,lastName,nationalityCode,playerId,points,positionCode,shootsCatches,skaterFullName,weight
149,149,149,0,London,CAN,1994-01-21,ON,EDM,Edmonton Oilers,152.0,6.0,2013.0,20192020,1,0,77,N,Brown,CAN,8477384,0,D,R,Joshua Brown,220
150,150,150,0,Delano,USA,1998-11-15,MN,SEA,Seattle Kraken,,,,20212022,5,1,71,N,Meyers,USA,8483570,1,C,L,Ben Meyers,194
151,151,151,14,Mississauga,CAN,1998-02-03,ON,,,12.0,1.0,2016.0,20182019,77,6,74,N,McLeod,CAN,8479415,20,C,R,Michael McLeod,190
152,152,152,0,Calgary,CAN,1995-08-07,AB,,,,,,20182019,1,0,71,N,Rempal,CAN,8480776,0,R,R,Sheldon Rempal,173
153,153,153,19,Filipstad,SWE,1997-12-03,,,,33.0,2.0,2016.0,20192020,80,8,71,N,Asplund,SWE,8479335,27,C,L,Rasmus Asplund,190
154,154,154,8,Stouffvile,CAN,1992-02-04,ON,NYR,New York Rangers,144.0,5.0,2010.0,20142015,64,11,72,N,Carrick,CAN,8475842,19,C,R,Sam Carrick,202
155,155,155,66,Buffalo,USA,1988-11-19,NY,DET,Detroit Red Wings,1.0,1.0,2007.0,20072008,78,26,70,N,Kane,USA,8474141,92,R,L,Patrick Kane,176
156,156,156,17,Plzen,CZE,1995-08-21,,,,191.0,7.0,2013.0,20192020,78,15,74,N,Kubalik,CZE,8477330,32,L,L,Dominik Kubalik,192
157,157,157,2,Dubuque,USA,1993-06-08,IA,,,127.0,5.0,2013.0,20172018,40,1,74,N,Poolman,USA,8477359,3,D,R,Tucker Poolman,199
158,158,158,0,Nizhny Tagil,RUS,2000-10-26,,VGK,Vegas Golden Knights,79.0,3.0,2019.0,20212022,2,0,73,N,Dorofeyev,RUS,8481604,0,R,L,Pavel Dorofeyev,194
159,159,159,0,St. Clair,USA,1995-03-10,MI,,,121.0,4.0,2013.0,20192020,15,2,70,N,Motte,USA,8477353,2,C,L,Tyler Motte,194
160,160,160,1,Oulu,FIN,1994-06-06,,,,189.0,7.0,2015.0,20162017,1,0,73,N,Nutivaara,FIN,8478906,1,D,L,Markus Nutivaara,187
161,161,161,3,St. Thomas,CAN,1992-06-17,ON,,,62.0,3.0,2010.0,20132014,43,2,72,N,McKegg,CAN,8475735,5,C,L,Greg McKegg,195
162,162,162,13,Falun,SWE,1998-10-30,,FLA,Florida Panthers,36.0,2.0,2017.0,20192020,56,10,73,N,Boqvist,SWE,8480003,23,C,L,Jesper Boqvist,191
163,163,163,14,Gavle,SWE,1996-08-15,,,,138.0,5.0,2014.0,20172018,79,12,73,N,Lindblom,SWE,8478067,26,L,L,Oskar Lindblom,191
164,164,164,0,Anaheim,USA,1993-02-08,CA,,,33.0,2.0,2011.0,20142015,7,0,66,N,Grimaldi,USA,8476428,0,R,R,Rocco Grimaldi,180
165,165,165,37,Havirov,CZE,1996-05-25,,BOS,Boston Bruins,25.0,1.0,2014.0,20142015,72,40,72,N,Pastrnak,CZE,8477956,77,R,R,David Pastrnak,199
166,166,166,0,Richmond Hill,CAN,1994-12-09,ON,CGY,Calgary Flames,,,,20202021,5,1,69,N,Lomberg,CAN,8479066,1,L,L,Ryan Lomberg,184
167,167,167,8,East Longmeadow,USA,1994-03-14,MA,ANA,Anaheim Ducks,,,,20162017,20,5,71,N,Vatrano,USA,8478366,13,R,L,Frank Vatrano,203
168,168,168,9,Oviedo,USA,1991-01-18,FL,,,,,,20152016,67,3,73,N,Carpenter,USA,8477846,12,C,R,Ryan Carpenter,198
169,169,169,54,Chelyabinsk,RUS,1992-05-19,,,,26.0,1.0,2010.0,20132014,79,24,74,N,Kuznetsov,RUS,8475744,78,C,L,Evgeny Kuznetsov,207
170,170,170,1,Chesterfield,USA,1997-12-04,MO,FLA,Florida Panthers,15.0,1.0,2016.0,20192020,4,0,72,N,Kunin,USA,8479316,1,C,R,Luke Kunin,197
171,171,171,8,St. Clair,USA,1995-03-10,MI,,,121.0,4.0,2013.0,20162017,58,7,70,N,Motte,USA,8477353,15,C,L,Tyler Motte,194
172,172,172,11,North Chelmsford,USA,1996-10-28,MA,VGK,Vegas Golden Knights,2.0,1.0,2015.0,20152016,34,14,74,N,Eichel,USA,8478403,25,C,R,Jack Eichel,208
173,173,173,12,Chicago,USA,1994-04-03,IL,MIN,Minnesota Wild,169.0,6.0,2012.0,20152016,62,13,70,N,Hinostroza,USA,8476994,25,C,R,Vincent Hinostroza,183
174,174,174,30,Phoenix,USA,1997-10-30,AZ,BUF,Buffalo Sabres,26.0,1.0,2016.0,20172018,78,38,78,N,Thompson,USA,8479420,68,C,R,Tage Thompson,220
175,175,175,13,Prague,CZE,1990-06-05,,ANA,Anaheim Ducks,66.0,3.0,2010.0,20122013,77,3,72,N,Gudas,CZE,8475462,16,D,R,Radko Gudas,208
176,176,176,0,Lachine,CAN,2000-02-06,QC,,,59.0,2.0,2018.0,20212022,10,1,71,N,Fortier,CAN,8480863,1,L,L,Gabriel Fortier,179
177,177,177,3,Gavle,SWE,1991-09-25,,TOR,Toronto Maple Leafs,51.0,2.0,2010.0,20142015,12,1,72,N,Jarnkrok,SWE,8475714,4,C,R,Calle Jarnkrok,193
178,178,178,5,Nove Mesto na Morave,CZE,1999-01-15,,COL,Colorado Avalanche,12.0,1.0,2017.0,20192020,14,0,75,N,Necas,CZE,8480039,5,C,R,Martin Necas,195
179,179,179,36,Moscow,RUS,1995-12-14,,VGK,Vegas Golden Knights,33.0,2.0,2014.0,20162017,93,26,72,N,Barbashev,RUS,8477964,62,L,L,Ivan Barbashev,203
180,180,180,2,Riihimaki,FIN,2001-01-15,,,,184.0,6.0,2019.0,20212022,9,0,73,N,Hatakka,FIN,8481701,2,D,L,Santeri Hatakka,191
181,181,181,14,Markham,CAN,1996-04-01,ON,LAK,Los Angeles Kings,67.0,3.0,2014.0,20172018,82,12,74,N,Foegele,CAN,8477998,26,L,L,Warren Foegele,204
182,182,182,0,Haverhill,USA,2000-07-07,MA,BOS,Boston Bruins,71.0,3.0,2018.0,20212022,10,1,72,N,Harris,USA,8480887,1,D,L,Jordan Harris,189
183,183,183,12,Saskatoon,CAN,1989-11-02,SK,WPG,Winnipeg Jets,5.0,1.0,2008.0,20082009,66,5,74,N,Schenn,CAN,8474568,17,D,R,Luke Schenn,225
184,184,184,2,Tampere,FIN,1998-10-06,,UTA,Utah Mammoth,16.0,1.0,2017.0,20182019,9,0,74,N,Välimäki,FIN,8479976,2,D,L,Juuso Välimäki,201
185,185,185,18,Edina,USA,1990-07-03,MN,NYI,New York Islanders,152.0,6.0,2009.0,20122013,76,28,75,N,Lee,USA,8475314,46,L,L,Anders Lee,234
186,186,186,0,Walpole,USA,1991-05-27,MA,,,122.0,5.0,2010.0,20142015,4,0,72,N,Wagner,USA,8475780,0,R,R,Chris Wagner,192
187,187,187,1,Denver,USA,2000-11-29,CO,FLA,Florida Panthers,27.0,1.0,2019.0,20202021,7,3,75,N,Foote,USA,8481518,4,L,L,Nolan Foote,196
188,188,188,5,Johnston,USA,1991-12-01,RI,PIT,Pittsburgh Penguins,,,,20152016,20,3,71,N,Acciari,USA,8478569,8,C,R,Noel Acciari,204
189,189,189,15,Milwaukee,USA,1994-02-12,WI,,,3.0,1.0,2012.0,20122013,60,6,73,N,Galchenyuk,USA,8476851,21,C,L,Alex Galchenyuk,194
190,190,190,13,St. Catharines,CAN,1991-12-07,ON,,,21.0,1.0,2010.0,20112012,69,4,74,N,Sheahan,CAN,8475772,17,C,L,Riley Sheahan,214
191,191,191,34,Saskatoon,CAN,1991-08-22,SK,STL,St. Louis Blues,5.0,1.0,2009.0,20092010,62,24,73,N,Schenn,CAN,8475170,58,C,L,Brayden Schenn,200
192,192,192,14,Ste-Agathe,CAN,1995-03-28,QC,NYI,New York Islanders,3.0,1.0,2013.0,20142015,34,6,71,N,Drouin,CAN,8477494,20,L,L,Jonathan Drouin,189
193,193,193,1,Lindstrom,USA,1997-12-13,MN,PIT,Pittsburgh Penguins,,,,20212022,7,0,69,N,Lizotte,USA,8481481,1,C,L,Blake Lizotte,176
194,194,194,3,Ypsilanti,USA,1996-05-15,MI,CAR,Carolina Hurricanes,,,,20202021,16,0,73,N,Chatfield,USA,8478970,3,D,R,Jalen Chatfield,209
195,195,195,0,North Billerica,USA,1999-07-26,MA,NJD,New Jersey Devils,,,,20212022,11,3,72,N,McLaughlin,USA,8483397,3,C,R,Marc McLaughlin,202
196,196,196,1,Moscow,RUS,1994-04-06,,DAL,Dallas Stars,,,,20212022,7,0,74,N,Lyubushkin,RUS,8480950,1,D,R,Ilya Lyubushkin,206
197,197,197,0,Chambersburg,USA,1993-04-19,PA,,,72.0,3.0,2011.0,20172018,2,0,75,N,Fogarty,USA,8476396,0,C,R,Steven Fogarty,204
198,198,198,12,Spokane,USA,1986-12-29,WA,,,,,,20152016,75,10,70,N,Ryan,USA,8478585,22,C,R,Derek Ryan,185
199,199,199,15,Wilcox,CAN,1992-06-25,SK,SEA,Seattle Kraken,14.0,1.0,2010.0,20112012,37,8,70,N,Schwartz,CAN,8475768,23,L,L,Jaden Schwartz,185
200,200,200,25,Piikkio,FIN,1995-07-04,,COL,Colorado Avalanche,55.0,2.0,2013.0,20162017,94,27,71,N,Lehkonen,FIN,8477476,52,L,L,Artturi Lehkonen,179
201,201,201,2,Richmond,CAN,1994-04-07,BC,EDM,Edmonton Oilers,,,,20192020,4,2,70,N,Stecher,CAN,8479442,4,D,R,Troy Stecher,184
202,202,202,31,Sainte-Marie,CAN,1997-01-30,QC,OTT,Ottawa Senators,18.0,1.0,2015.0,20162017,59,7,73,N,Chabot,CAN,8478469,38,D,L,Thomas Chabot,200
203,203,203,7,Jyväskylä,FIN,1994-08-22,,UTA,Utah Mammoth,22.0,1.0,2012.0,20132014,73,1,74,N,Määttä,FIN,8476874,8,D,L,Olli Määttä,207
204,204,204,1,Regina,CAN,1992-10-06,SK,,,174.0,6.0,2011.0,20162017,13,0,70,N,Archibald,CAN,8476326,1,R,R,Josh Archibald,176
205,205,205,4,Toronto,CAN,1995-12-25,ON,,,86.0,3.0,2014.0,20182019,26,1,71,N,Friedman,CAN,8478017,5,D,R,Mark Friedman,185
206,206,206,9,San Diego,USA,1990-05-07,CA,,,,,,20122013,78,4,71,N,Ruhwedel,USA,8477244,13,D,R,Chad Ruhwedel,189
207,207,207,4,Milford,USA,1995-09-02,MI,WSH,Washington Capitals,,,,20212022,24,2,71,N,Schueneman,USA,8481461,6,D,L,Corey Schueneman,204
208,208,208,5,Edmonton,CAN,1994-01-06,AB,EDM,Edmonton Oilers,105.0,4.0,2012.0,20192020,16,0,74,N,Kulak,CAN,8476967,5,D,L,Brett Kulak,192
209,209,209,1,Halifax,CAN,1994-07-29,NS,UTA,Utah Mammoth,,,,20142015,39,2,73,N,O'Brien,CAN,8477070,3,C,L,Liam O'Brien,215
210,210,210,23,Richmond Hill,CAN,1997-01-13,ON,EDM,Edmonton Oilers,1.0,1.0,2015.0,20162017,16,10,73,N,McDavid,CAN,8478402,33,C,L,Connor McDavid,194
211,211,211,0,St. Louis,USA,1996-02-14,MO,,,43.0,2.0,2014.0,20192020,1,0,76,N,MacInnis,USA,8477974,0,C,L,Ryan MacInnis,201
212,212,212,10,Hinsdale,USA,1991-10-07,IL,COL,Colorado Avalanche,160.0,6.0,2011.0,20142015,67,6,75,N,Manson,CAN,8476312,16,D,R,Josh Manson,218
213,213,213,0,Saugus,USA,1993-02-25,MA,,,,,,20162017,1,0,70,N,Vecchione,USA,8480087,0,R,R,Mike Vecchione,193
214,214,214,4,Belleville,CAN,1985-02-04,ON,,,163.0,5.0,2003.0,20052006,44,4,72,N,Richardson,CAN,8470755,8,R,L,Brad Richardson,190
215,215,215,3,Fort Lauderdale,USA,1990-02-01,FL,,,,,,20132014,20,0,72,N,Megna,USA,8477126,3,C,R,Jayson Megna,190
216,216,216,44,L'Ancienne-Lorette,CAN,1985-07-24,QC,,,45.0,2.0,2003.0,20032004,80,28,73,N,Bergeron,CAN,8470638,72,C,R,Patrice Bergeron,196
217,217,217,0,Chelyabinsk,RUS,2000-03-30,,PHI,Philadelphia Flyers,,,,20202021,10,0,75,N,Zamula,RUS,8481178,0,D,L,Egor Zamula,200
218,218,218,2,Oulu,FIN,1997-10-29,,,,,,,20202021,18,2,69,N,Ruotsalainen,FIN,8481626,4,C,L,Arttu Ruotsalainen,187
219,219,219,0,Kazan,RUS,2001-01-04,,,,48.0,2.0,2019.0,20212022,1,0,71,N,Kniazev,RUS,8481552,0,D,L,Artemi Kniazev,178
220,220,220,0,Sherwood Park,CAN,1998-03-11,AB,,,,,,20212022,1,0,71,N,Biro,CAN,8482061,0,L,L,Brandon Biro,170
221,221,221,1,Mississauga,CAN,2002-11-22,ON,BUF,Buffalo Sabres,1.0,1.0,2021.0,20212022,8,2,78,N,Power,CAN,8482671,3,D,L,Owen Power,226
222,222,222,8,Upplands Vasby,SWE,2001-04-06,,FLA,Florida Panthers,22.0,1.0,2019.0,20192020,70,0,72,N,Bjornfot,SWE,8481600,8,D,L,Tobias Bjornfot,200
223,223,223,1,Gothenburg,SWE,1992-08-14,,SJS,San Jose Sharks,131.0,5.0,2010.0,20152016,7,0,74,N,Klingberg,SWE,8475906,1,D,R,John Klingberg,185
224,224,224,28,Pori,FIN,1991-03-23,,NSH,Nashville Predators,182.0,7.0,2009.0,20132014,85,19,71,N,Haula,FIN,8475287,47,L,L,Erik Haula,191
225,225,225,10,Salt Lake City,USA,1987-01-08,UT,,,17.0,1.0,2006.0,20082009,80,6,73,N,Lewis,USA,8473453,16,C,R,Trevor Lewis,205
226,226,226,6,Plantation,USA,1992-12-10,FL,VGK,Vegas Golden Knights,210.0,7.0,2012.0,20162017,44,2,78,N,Megna,USA,8477034,8,D,L,Jaycob Megna,214
227,227,227,0,Indianapolis,USA,1987-01-13,IN,,,3.0,1.0,2005.0,20092010,13,0,74,N,Johnson,USA,8471677,0,D,L,Jack Johnson,225
228,228,228,44,Barrie,CAN,1985-03-09,ON,COL,Colorado Avalanche,20.0,1.0,2003.0,20032004,82,10,77,N,Burns,CAN,8470613,54,D,R,Brent Burns,228
229,229,229,3,Calgary,CAN,1996-03-13,AB,TBL,Tampa Bay Lightning,79.0,3.0,2014.0,20172018,9,2,71,N,Point,CAN,8478010,5,C,R,Brayden Point,177
230,230,230,14,Toronto,CAN,1983-06-13,ON,,,2.0,1.0,2001.0,20022003,76,12,75,N,Spezza,CAN,8469455,26,C,R,Jason Spezza,219
231,231,231,10,Hastings,USA,1990-06-18,MN,,,51.0,2.0,2008.0,20102011,61,9,71,N,Stepan,USA,8474613,19,C,R,Derek Stepan,196
232,232,232,5,Drummondville,CAN,1988-01-05,QC,,,177.0,6.0,2006.0,20092010,25,4,70,N,Perreault,CAN,8473618,9,C,L,Mathieu Perreault,189
233,233,233,21,Vantaa,FIN,1994-05-23,,DAL,Dallas Stars,74.0,3.0,2012.0,20152016,76,4,75,N,Lindell,FIN,8476902,25,D,L,Esa Lindell,217
234,234,234,0,Grand Forks,USA,1994-11-10,ND,,,,,,20212022,1,0,73,N,Lizotte,USA,8481489,0,D,L,Jon Lizotte,212
235,235,235,31,King City,CAN,1990-01-18,ON,VGK,Vegas Golden Knights,4.0,1.0,2008.0,20082009,80,13,75,N,Pietrangelo,CAN,8474565,44,D,R,Alex Pietrangelo,215
236,236,236,1,Ajax,CAN,2001-01-15,ON,WSH,Washington Capitals,25.0,1.0,2019.0,20212022,4,0,72,N,McMichael,CAN,8481580,1,C,L,Connor McMichael,180
237,237,237,0,Toronto,CAN,1996-02-28,ON,TBL,Tampa Bay Lightning,,,,20212022,4,0,73,N,Raddysh,CAN,8478178,0,D,R,Darren Raddysh,202
238,238,238,3,Boston,USA,1997-01-25,MA,VGK,Vegas Golden Knights,5.0,1.0,2015.0,20182019,12,0,75,N,Hanifin,USA,8478396,3,D,L,Noah Hanifin,206
239,239,239,40,Moscow,RUS,1985-09-17,,WSH,Washington Capitals,1.0,1.0,2004.0,20052006,77,50,75,N,Ovechkin,RUS,8471214,90,L,R,Alex Ovechkin,238
240,240,240,10,Hibbing,USA,1998-08-18,MN,UTA,Utah Mammoth,45.0,2.0,2018.0,20212022,26,0,70,N,Perunovich,USA,8481059,10,D,L,Scott Perunovich,175
241,241,241,1,Brighton,USA,1996-12-20,MI,,,158.0,6.0,2015.0,20182019,1,0,72,N,Marody,USA,8478442,1,C,R,Cooper Marody,184
242,242,242,5,Bratislava,SVK,1999-05-11,,,,109.0,4.0,2017.0,20202021,28,5,76,N,Ruzicka,SVK,8480008,10,C,L,Adam Ruzicka,215
243,243,243,4,Bolton,CAN,1998-07-20,ON,,,99.0,4.0,2016.0,20202021,19,2,77,N,Murray,CAN,8479419,6,L,L,Brett Murray,228
244,244,244,1,Regina,CAN,1992-10-06,SK,,,174.0,6.0,2011.0,20152016,8,0,70,N,Archibald,CAN,8476326,1,R,R,Josh Archibald,176
245,245,245,6,Haapavesi,FIN,1996-10-10,,,,198.0,7.0,2015.0,20172018,13,0,73,N,Niku,FIN,8478915,6,D,L,Sami Niku,176
246,246,246,13,Belleville,CAN,1993-07-20,ON,OTT,Ottawa Senators,68.0,3.0,2011.0,20142015,68,9,71,N,Cousins,CAN,8476393,22,C,L,Nick Cousins,191
247,247,247,13,Glenview,USA,1993-07-13,IL,CAR,Carolina Hurricanes,98.0,4.0,2011.0,20152016,70,4,74,N,Reilly,USA,8476422,17,D,L,Mike Reilly,191
248,248,248,25,Boxford,USA,1991-04-30,MA,ANA,Anaheim Ducks,19.0,1.0,2009.0,20122013,81,52,75,N,Kreider,USA,8475184,77,L,L,Chris Kreider,232
249,249,249,2,Powell,USA,1997-08-18,OH,BUF,Buffalo Sabres,179.0,6.0,2017.0,20212022,13,1,71,N,Meyer,USA,8480292,3,R,R,Carson Meyer,187
250,250,250,17,Plano,USA,1991-11-28,TX,CGY,Calgary Flames,75.0,3.0,2011.0,20162017,81,16,71,N,Coleman,USA,8476399,33,L,L,Blake Coleman,199
251,251,251,5,Tampere,FIN,2000-09-24,,OTT,Ottawa Senators,19.0,1.0,2019.0,20212022,16,0,72,N,Thomson,FIN,8481575,5,D,R,Lassi Thomson,195
252,252,252,34,Pontiac,USA,1992-05-11,MI,PIT,Pittsburgh Penguins,80.0,3.0,2010.0,20142015,60,24,71,N,Rust,USA,8475810,58,R,R,Bryan Rust,202
253,253,253,5,Tampere,FIN,1995-09-02,,FLA,Florida Panthers,2.0,1.0,2013.0,20152016,10,2,75,N,Barkov,FIN,8477493,7,C,L,Aleksander Barkov,214
254,254,254,0,Chatham,USA,1998-06-09,NJ,VAN,Vancouver Canucks,,,,20212022,2,0,76,N,O'Connor,USA,8482055,0,L,L,Drew O'Connor,209
255,255,255,44,Hearst,CAN,1988-01-12,ON,OTT,Ottawa Senators,22.0,1.0,2006.0,20072008,75,21,71,N,Giroux,CAN,8473512,65,R,R,Claude Giroux,186
256,256,256,18,London,CAN,1989-08-10,ON,,,6.0,1.0,2007.0,20072008,81,13,71,N,Gagner,CAN,8474040,31,C,R,Sam Gagner,200
257,257,257,2,Stockholm,SWE,2002-01-23,,VGK,Vegas Golden Knights,7.0,1.0,2020.0,20212022,9,0,72,N,Holtz,SWE,8482125,2,R,R,Alexander Holtz,198
258,258,258,3,Langley,CAN,1998-02-15,BC,NJD,New Jersey Devils,20.0,1.0,2016.0,20182019,11,0,74,N,Cholowski,CAN,8479395,3,D,L,Dennis Cholowski,210
259,259,259,28,Toronto,CAN,2002-04-08,ON,PHI,Philadelphia Flyers,6.0,1.0,2020.0,20202021,81,4,71,N,Drysdale,CAN,8482142,32,D,R,Jamie Drysdale,185
260,260,260,7,Omsk,RUS,2001-02-01,,CBJ,Columbus Blue Jackets,21.0,1.0,2020.0,20212022,62,7,73,N,Chinakhov,RUS,8482475,14,R,L,Yegor Chinakhov,203
261,261,261,20,Oxford,USA,1999-05-05,MI,BUF,Buffalo Sabres,19.0,1.0,2017.0,20192020,66,35,74,N,Norris,USA,8480064,55,C,L,Josh Norris,196
262,262,262,1,Macomb,USA,1994-04-23,MI,DET,Detroit Red Wings,,,,20182019,11,2,70,N,Dries,USA,8480326,3,C,L,Sheldon Dries,182
263,263,263,15,Calgary,CAN,2001-01-26,AB,BUF,Buffalo Sabres,17.0,1.0,2019.0,20202021,57,7,72,N,Krebs,CAN,8481522,22,C,L,Peyton Krebs,188
264,264,264,13,Parkland,USA,1998-03-17,FL,BOS,Boston Bruins,34.0,2.0,2016.0,20192020,82,2,75,N,Peeke,USA,8479369,15,D,R,Andrew Peeke,214
265,265,265,2,Campbellville,CAN,1992-07-25,ON,,,,,,20122013,10,2,72,N,Sgarbossa,CAN,8475958,4,C,L,Michael Sgarbossa,179
266,266,266,0,Brandon,CAN,1997-04-14,MB,,,196.0,7.0,2017.0,20202021,5,0,73,N,Kalynuk,CAN,8480293,0,D,L,Wyatt Kalynuk,180
267,267,267,2,Prior Lake,USA,1999-04-04,MN,,,102.0,4.0,2017.0,20212022,35,7,74,N,Reedy,USA,8480060,9,C,R,Scott Reedy,204
268,268,268,10,Hartford,USA,1988-04-20,CT,,,173.0,6.0,2007.0,20092010,80,16,73,N,Bonino,USA,8474009,26,C,L,Nick Bonino,198
269,269,269,29,Ornskoldsvik,SWE,1995-07-18,,COL,Colorado Avalanche,181.0,7.0,2014.0,20182019,72,20,71,N,Olofsson,SWE,8478109,49,L,L,Victor Olofsson,180
270,270,270,3,New Westminster,CAN,2000-06-27,BC,CGY,Calgary Flames,55.0,2.0,2018.0,20202021,17,1,78,N,Bahl,CAN,8480860,4,D,L,Kevin Bahl,230
271,271,271,31,Etobicoke,CAN,1997-07-15,ON,TBL,Tampa Bay Lightning,72.0,3.0,2015.0,20172018,99,20,73,N,Cirelli,CAN,8478519,51,C,L,Anthony Cirelli,193
272,272,272,14,Eksjo,SWE,1999-09-02,,,,15.0,1.0,2017.0,20182019,53,0,70,N,Brannstrom,SWE,8480073,14,D,L,Erik Brannstrom,185
273,273,273,33,Guelph,CAN,1989-03-28,ON,SJS,San Jose Sharks,9.0,1.0,2007.0,20092010,77,23,73,N,Couture,CAN,8474053,56,C,L,Logan Couture,206
274,274,274,9,Moscow,RUS,1991-10-29,,,,,,,20162017,62,2,74,N,Zaitsev,RUS,8479458,11,D,R,Nikita Zaitsev,192
275,275,275,1,Calgary,CAN,1985-10-16,AB,,,,,,20082009,33,1,75,N,Beagle,CAN,8474291,2,C,R,Jay Beagle,210
276,276,276,17,Bellmawr,USA,1995-06-14,NJ,CAR,Carolina Hurricanes,,,,20172018,67,10,74,N,Robinson,USA,8480762,27,L,L,Eric Robinson,220
277,277,277,2,Rouen,FRA,2000-02-06,,TOR,Toronto Maple Leafs,54.0,2.0,2018.0,20212022,18,1,74,N,Groulx,CAN,8480870,3,C,L,Bo Groulx,202
278,278,278,44,Klagenfurt,AUT,1995-02-09,,CHI,Chicago Blackhawks,23.0,1.0,2013.0,20142015,92,25,75,N,Burakovsky,SWE,8477444,69,L,L,Andre Burakovsky,203
279,279,279,2,Hingham,USA,1984-12-18,MA,,,26.0,1.0,2003.0,20102011,6,0,78,N,Boyle,USA,8470619,2,C,L,Brian Boyle,245
280,280,280,0,Bern,CHE,1992-10-05,,,,13.0,1.0,2011.0,20112012,1,0,71,N,Baertschi,CHE,8476466,0,L,L,Sven Baertschi,190
281,281,281,0,Roseville,USA,1998-06-19,MN,CHI,Chicago Blackhawks,73.0,3.0,2016.0,20182019,5,0,72,N,Anderson,USA,8479315,0,R,R,Joey Anderson,207
282,282,282,8,London,CAN,1990-10-06,ON,CGY,Calgary Flames,7.0,1.0,2009.0,20122013,16,7,72,N,Kadri,CAN,8475172,15,C,L,Nazem Kadri,185
283,283,283,29,Uxbridge,CAN,1995-06-18,ON,SEA,Seattle Kraken,,,,20192020,54,18,77,N,Marchment,CAN,8478975,47,L,L,Mason Marchment,212
284,284,284,3,Missouri City,USA,1996-08-14,TX,COL,Colorado Avalanche,,,,20192020,17,1,72,N,O'Connor,USA,8481186,4,R,R,Logan O'Connor,175
285,285,285,30,Tampere,FIN,1998-04-19,,MTL,Montréal Canadiens,2.0,1.0,2016.0,20162017,56,26,76,N,Laine,FIN,8479339,56,L,R,Patrik Laine,208
286,286,286,7,Halifax,CAN,1996-02-27,NS,NYI,New York Islanders,,,,20172018,46,5,71,N,Highmore,CAN,8478146,12,C,L,Matthew Highmore,192
287,287,287,0,Narva,EST,1987-01-23,,,,180.0,6.0,2006.0,20122013,1,0,71,N,Komarov,FIN,8473463,0,R,L,Leo Komarov,205
288,288,288,12,Vihti,FIN,1999-04-22,,SEA,Seattle Kraken,30.0,1.0,2017.0,20172018,75,11,70,N,Tolvanen,FIN,8480009,23,R,L,Eeli Tolvanen,182
289,289,289,2,Prague,CZE,1990-06-05,,ANA,Anaheim Ducks,66.0,3.0,2010.0,20132014,10,0,72,N,Gudas,CZE,8475462,2,D,R,Radko Gudas,208
290,290,290,3,Chelyabinsk,RUS,1992-05-19,,,,26.0,1.0,2010.0,20142015,6,2,74,N,Kuznetsov,RUS,8475744,5,C,L,Evgeny Kuznetsov,207
291,291,291,9,Braintree,USA,1996-10-03,MA,SJS,San Jose Sharks,149.0,5.0,2015.0,20172018,58,5,73,N,Gaudette,USA,8478874,14,R,R,Adam Gaudette,190
292,292,292,38,Aldergrove,CAN,1995-08-03,BC,VGK,Vegas Golden Knights,26.0,1.0,2013.0,20152016,78,14,74,N,Theodore,CAN,8477447,52,D,L,Shea Theodore,197
293,293,293,18,Nizhny Tagil,RUS,1986-07-05,,,,15.0,1.0,2004.0,20062007,74,4,73,N,Radulov,RUS,8471228,22,R,L,Alexander Radulov,200
294,294,294,2,Scarborough,CAN,1995-09-17,ON,NSH,Nashville Predators,117.0,4.0,2014.0,20212022,6,1,72,N,Bunting,CAN,8478047,3,L,L,Michael Bunting,186
295,295,295,1,Erie,USA,1998-12-31,CO,CAR,Carolina Hurricanes,193.0,7.0,2018.0,20212022,15,0,75,N,Slavin,USA,8481004,1,L,L,Josiah Slavin,205
296,296,296,10,Prague,CZE,1994-08-08,,,,137.0,5.0,2015.0,20152016,72,3,71,N,Simon,CZE,8478866,13,C,L,Dominik Simon,190
297,297,297,8,Markham,CAN,1990-02-07,ON,NSH,Nashville Predators,1.0,1.0,2008.0,20102011,23,11,73,N,Stamkos,CAN,8474564,19,C,R,Steven Stamkos,193
298,298,298,32,Sudbury,CAN,1995-02-24,ON,CHI,Chicago Blackhawks,58.0,2.0,2013.0,20162017,68,30,74,N,Bertuzzi,CAN,8477479,62,L,L,Tyler Bertuzzi,200
299,299,299,37,Scottsdale,USA,1999-09-16,AZ,OTT,Ottawa Senators,4.0,1.0,2018.0,20182019,79,30,76,N,Tkachuk,USA,8480801,67,L,L,Brady Tkachuk,226
300,300,300,0,Calgary,CAN,2001-09-23,AB,STL,St. Louis Blues,14.0,1.0,2020.0,20212022,1,0,73,N,Holloway,CAN,8482077,0,L,L,Dylan Holloway,207
301,301,301,0,Stockholm,SWE,1996-01-25,,,,87.0,3.0,2015.0,20192020,6,1,73,N,Vejdemo,SWE,8478838,1,C,L,Lukas Vejdemo,198
302,302,302,2,Glace Bay,CAN,1992-10-05,NS,,,76.0,3.0,2011.0,20152016,17,1,75,N,Shaw,CAN,8476400,3,R,R,Logan Shaw,208
303,303,303,9,Montréal,CAN,1990-10-01,QC,,,38.0,2.0,2009.0,20122013,67,13,76,N,Chiasson,CAN,8475163,22,R,R,Alex Chiasson,208
